transaction_id,store_id,product_id,quantity,transaction_date
114,6,29,2,10/3/2025
115,2,57,3,12/14/2025
116,12,91,2,7/14/2025
117,13,2,4,4/22/2025
118,15,56,4,8/14/2025
119,4,7,1,9/29/2025
120,19,69,4,10/9/2025
121,4,71,3,7/27/2025
122,14,60,3,7/17/2025
123,17,26,2,8/25/2025
124,15,35,2,10/6/2025
125,3,67,2,5/18/2025
126,25,96,1,5/2/2025
127,17,48,4,6/6/2025
128,14,57,1,6/17/2025
129,5,49,2,1/6/2025
130,22,39,1,3/13/2025
131,8,47,2,8/23/2025
132,10,28,2,12/26/2025
133,4,48,4,12/14/2025
134,5,74,2,2/17/2025
135,20,43,2,2/5/2025
136,23,88,2,12/5/2025
137,25,4,3,8/21/2025
138,20,4,2,11/10/2025
139,1,20,4,1/28/2025
140,4,78,1,12/29/2025
141,11,24,2,12/25/2025
142,12,87,4,10/27/2025
143,12,53,1,2/25/2025
144,8,49,4,6/15/2025
145,24,14,4,4/5/2025
146,3,81,2,8/3/2025
147,12,6,4,6/7/2025
148,12,70,1,11/15/2025
149,21,44,2,9/18/2025
150,15,27,4,5/15/2025
151,5,11,3,2/11/2025
152,15,71,2,4/21/2025
153,12,43,4,2/10/2025
154,15,43,4,2/26/2025
155,23,83,2,3/26/2025
156,9,27,4,8/14/2025
157,4,95,1,7/23/2025
158,11,56,1,7/19/2025
159,5,88,3,1/31/2025
160,19,54,3,3/6/2025
161,22,68,1,5/22/2025
162,6,39,1,6/25/2025
163,17,28,4,10/29/2025
164,12,33,2,4/29/2025
165,19,11,1,12/9/2025
166,21,7,3,6/14/2025
167,6,16,1,4/20/2025
168,9,22,3,8/17/2025
169,24,18,2,6/29/2025
170,13,88,1,4/6/2025
171,7,46,2,11/6/2025
172,24,10,1,3/15/2025
173,21,87,3,8/13/2025
174,11,9,3,4/1/2025
175,13,42,1,10/12/2025
176,2,42,4,8/24/2025
177,11,57,1,3/1/2025
178,21,54,4,11/26/2025
179,15,58,4,1/19/2025
180,3,76,4,11/24/2025
181,20,16,3,8/9/2025
182,21,43,2,2/12/2025
183,12,8,1,2/15/2025
184,17,28,3,5/4/2025
185,8,36,1,7/28/2025
186,22,3,2,1/18/2025
187,15,66,4,3/11/2025
188,5,63,4,4/6/2025
189,24,53,3,3/1/2025
190,25,9,4,1/20/2025
191,12,78,4,1/7/2025
192,25,53,1,6/29/2025
193,20,87,4,11/26/2025
194,7,24,4,3/25/2025
195,19,45,3,5/9/2025
196,22,69,4,3/18/2025
197,9,27,2,1/11/2025
198,16,54,4,8/31/2025
199,12,29,2,6/4/2025
200,10,16,4,11/5/2025
201,22,71,2,6/29/2025
202,2,55,4,1/29/2025
203,13,18,1,7/13/2025
204,22,27,4,8/15/2025
205,3,5,3,12/9/2025
206,1,83,2,5/15/2025
207,6,94,1,5/17/2025
208,14,76,1,4/6/2025
209,1,26,3,12/7/2025
210,6,83,2,5/21/2025
211,17,79,4,4/5/2025
212,9,83,3,8/3/2025
213,21,16,3,3/30/2025
214,4,60,1,12/29/2025
215,19,44,1,2/2/2025
216,10,92,4,11/21/2025
217,5,20,4,5/26/2025
218,6,87,4,12/31/2025
219,11,56,2,2/19/2025
220,8,30,3,7/24/2025
221,3,38,2,12/25/2025
222,1,94,2,11/17/2025
223,13,17,1,2/6/2025
224,19,39,4,10/23/2025
225,24,76,1,11/14/2025
226,4,21,3,8/22/2025
227,20,22,4,4/2/2025
228,1,52,3,9/21/2025
229,13,29,3,2/4/2025
230,15,85,1,3/4/2025
231,16,1,1,7/9/2025
232,16,3,2,7/27/2025
233,17,18,3,1/17/2025
234,24,97,3,9/14/2025
235,11,87,2,6/20/2025
236,24,65,4,5/8/2025
237,17,8,3,7/21/2025
238,3,26,2,7/21/2025
239,5,84,3,12/21/2025
240,19,41,1,6/10/2025
241,23,46,3,12/25/2025
242,21,64,3,6/17/2025
243,6,66,4,5/15/2025
244,12,47,3,3/10/2025
245,24,9,3,12/24/2025
246,20,34,1,10/11/2025
247,18,64,3,2/27/2025
248,24,39,1,11/23/2025
249,6,32,1,4/1/2025
250,4,97,1,7/9/2025
251,21,49,1,11/5/2025
252,10,26,3,8/31/2025
253,10,16,1,10/31/2025
254,17,44,4,3/2/2025
255,22,28,1,1/26/2025
256,25,71,3,8/14/2025
257,2,38,1,6/26/2025
258,23,70,2,12/4/2025
259,12,7,4,5/26/2025
260,15,83,4,1/4/2025
261,22,71,2,10/31/2025
262,12,46,1,7/25/2025
263,20,76,1,3/11/2025
264,10,66,1,8/26/2025
265,20,3,2,2/5/2025
266,7,51,3,2/21/2025
267,22,47,4,8/10/2025
268,17,94,1,4/13/2025
269,20,18,3,3/21/2025
270,25,11,4,9/11/2025
271,8,27,2,6/11/2025
272,1,64,1,11/1/2025
273,21,11,1,5/11/2025
274,4,91,2,2/13/2025
275,18,5,3,11/4/2025
276,7,21,4,11/9/2025
277,16,44,2,5/16/2025
278,10,97,1,2/4/2025
279,10,67,1,10/5/2025
280,21,21,4,11/4/2025
281,6,89,4,12/4/2025
282,8,87,2,11/25/2025
283,3,80,1,5/7/2025
284,5,77,4,8/16/2025
285,20,99,2,4/9/2025
286,7,90,1,8/29/2025
287,12,5,3,6/14/2025
288,23,51,2,5/26/2025
289,10,85,1,1/29/2025
290,18,77,1,7/3/2025
291,6,80,2,11/19/2025
292,4,36,4,11/26/2025
293,8,79,2,10/23/2025
294,12,84,4,12/13/2025
295,5,36,4,8/1/2025
296,16,15,2,2/17/2025
297,20,41,3,3/18/2025
298,14,33,3,4/24/2025
299,3,36,1,6/15/2025
300,9,77,1,12/22/2025
301,24,25,4,7/20/2025
302,2,11,2,11/12/2025
303,5,99,1,3/24/2025
304,8,81,3,5/16/2025
305,8,10,4,7/26/2025
306,21,41,3,7/4/2025
307,23,47,4,6/8/2025
308,18,78,3,1/30/2025
309,14,80,3,12/28/2025
310,11,70,1,4/1/2025
311,21,90,2,9/17/2025
312,16,35,2,1/19/2025
313,4,93,4,2/20/2025
314,12,59,1,5/20/2025
315,11,17,2,9/28/2025
316,12,7,3,4/8/2025
317,13,58,1,2/21/2025
318,5,11,1,12/10/2025
319,10,66,4,11/15/2025
320,14,37,2,6/5/2025
321,12,72,2,4/18/2025
322,8,89,2,5/15/2025
323,10,15,1,10/16/2025
324,16,19,1,6/23/2025
325,21,41,1,2/25/2025
326,21,23,2,4/18/2025
327,25,40,3,8/22/2025
328,21,86,2,2/1/2025
329,20,98,1,1/27/2025
330,10,74,2,7/24/2025
331,10,100,1,12/24/2025
332,17,61,2,12/19/2025
333,16,100,3,7/24/2025
334,22,76,3,1/5/2025
335,24,20,1,8/8/2025
336,14,69,3,4/5/2025
337,2,14,1,5/15/2025
338,11,59,1,4/24/2025
339,24,74,3,11/14/2025
340,9,75,3,10/12/2025
341,22,99,4,9/9/2025
342,1,10,2,10/23/2025
343,15,2,2,8/15/2025
344,24,87,4,3/16/2025
345,8,80,3,6/2/2025
346,22,46,2,12/11/2025
347,23,11,3,2/1/2025
348,11,13,3,2/7/2025
349,23,84,4,7/27/2025
350,12,40,4,2/13/2025
351,2,87,4,9/11/2025
352,21,99,2,6/13/2025
353,4,51,4,6/22/2025
354,19,29,2,11/6/2025
355,2,70,3,11/27/2025
356,5,33,1,3/25/2025
357,11,32,3,3/5/2025
358,16,14,4,11/10/2025
359,17,24,4,12/1/2025
360,12,96,4,12/31/2025
361,15,47,3,4/3/2025
362,20,68,3,10/28/2025
363,21,16,3,8/26/2025
364,2,94,1,3/2/2025
365,13,92,2,4/17/2025
366,1,42,4,9/15/2025
367,8,72,1,6/26/2025
368,25,74,2,1/4/2025
369,8,56,4,7/25/2025
370,12,43,4,6/29/2025
371,22,13,4,3/10/2025
372,9,81,4,10/13/2025
373,9,44,1,4/23/2025
374,11,52,3,11/11/2025
375,19,80,3,1/19/2025
376,11,71,2,1/2/2025
377,1,34,1,9/13/2025
378,13,23,1,8/24/2025
379,21,25,3,5/7/2025
380,4,55,3,1/28/2025
381,14,2,2,12/23/2025
382,18,29,1,9/26/2025
383,25,23,2,3/2/2025
384,6,59,2,2/23/2025
385,19,98,4,12/1/2025
386,13,64,2,12/5/2025
387,21,10,2,12/17/2025
388,22,48,2,10/16/2025
389,7,83,1,5/23/2025
390,14,64,3,2/16/2025
391,9,28,3,4/19/2025
392,3,99,4,8/18/2025
393,14,87,4,6/5/2025
394,8,81,4,1/28/2025
395,14,20,2,5/27/2025
396,22,48,4,11/25/2025
397,23,59,1,4/18/2025
398,16,24,2,11/24/2025
399,14,33,2,10/24/2025
400,23,83,3,8/23/2025
401,19,54,2,10/19/2025
402,14,13,2,5/21/2025
403,18,85,4,8/4/2025
404,13,13,4,7/17/2025
405,14,82,1,1/24/2025
406,20,33,3,11/25/2025
407,11,13,3,3/23/2025
408,7,35,1,2/11/2025
409,25,93,4,6/20/2025
410,13,59,4,10/8/2025
411,2,33,4,7/21/2025
412,3,10,3,10/22/2025
413,2,35,4,5/10/2025
414,20,19,4,5/6/2025
415,14,57,3,5/22/2025
416,1,57,4,5/10/2025
417,10,33,4,5/1/2025
418,7,79,2,12/16/2025
419,11,33,2,7/2/2025
420,18,21,1,11/29/2025
421,1,33,3,12/3/2025
422,24,85,1,1/18/2025
423,5,4,3,8/23/2025
424,17,57,1,12/4/2025
425,24,88,1,2/5/2025
426,13,48,2,4/16/2025
427,10,34,4,2/10/2025
428,17,60,4,3/31/2025
429,6,8,3,5/3/2025
430,15,7,4,12/27/2025
431,7,76,1,10/5/2025
432,4,81,4,6/26/2025
433,25,76,4,11/18/2025
434,13,19,1,1/17/2025
435,19,85,4,8/11/2025
436,18,66,3,6/17/2025
437,10,80,4,1/11/2025
438,12,70,1,1/16/2025
439,24,8,3,2/3/2025
440,11,17,2,2/16/2025
441,23,29,4,12/28/2025
442,9,33,1,7/31/2025
443,19,49,4,12/30/2025
444,10,3,3,2/3/2025
445,7,86,2,9/14/2025
446,17,27,3,3/16/2025
447,5,40,2,7/24/2025
448,12,21,2,6/15/2025
449,25,92,2,4/9/2025
450,3,64,1,6/15/2025
451,19,92,2,1/25/2025
452,2,41,4,4/12/2025
453,11,17,3,9/5/2025
454,17,80,4,4/11/2025
455,13,49,2,8/14/2025
456,16,17,1,7/26/2025
457,20,2,1,2/12/2025
458,4,68,3,11/16/2025
459,21,12,2,8/18/2025
460,2,38,1,4/23/2025
461,20,56,1,2/15/2025
462,5,53,1,2/6/2025
463,18,50,3,9/14/2025
464,6,24,3,8/1/2025
465,22,22,1,1/25/2025
466,10,4,2,8/5/2025
467,18,84,3,5/2/2025
468,15,12,4,4/30/2025
469,25,67,1,8/12/2025
470,22,47,1,1/30/2025
471,17,40,1,12/15/2025
472,20,11,2,9/22/2025
473,1,68,3,11/22/2025
474,16,12,1,7/2/2025
475,16,64,1,5/15/2025
476,4,46,2,5/2/2025
477,21,52,2,2/5/2025
478,17,9,2,5/28/2025
479,20,29,3,1/10/2025
480,18,41,2,4/12/2025
481,7,78,1,12/8/2025
482,2,21,4,5/24/2025
483,20,65,4,12/7/2025
484,12,4,4,9/28/2025
485,8,6,2,10/31/2025
486,19,35,4,9/26/2025
487,23,61,3,11/7/2025
488,17,1,4,12/5/2025
489,18,5,3,1/4/2025
490,2,12,3,4/14/2025
491,15,26,3,11/25/2025
492,17,99,2,5/16/2025
493,24,12,2,2/21/2025
494,23,25,1,4/17/2025
495,8,38,4,6/14/2025
496,3,33,3,3/28/2025
497,17,7,3,3/22/2025
498,22,98,1,3/21/2025
499,5,100,2,5/2/2025
500,15,58,1,3/23/2025
501,5,4,2,11/14/2025
502,23,75,4,1/9/2025
503,12,46,1,7/15/2025
504,12,91,3,8/10/2025
505,1,81,3,6/27/2025
506,5,64,3,1/20/2025
507,2,40,4,1/24/2025
508,15,84,3,1/29/2025
509,17,38,3,2/24/2025
510,1,41,2,6/14/2025
511,1,86,2,8/3/2025
512,5,27,1,10/27/2025
513,12,88,3,4/3/2025
514,21,18,4,7/6/2025
515,9,70,4,9/28/2025
516,19,8,4,5/31/2025
517,17,14,2,1/11/2025
518,1,50,2,1/13/2025
519,20,4,4,7/20/2025
520,8,4,2,9/9/2025
521,15,2,3,5/29/2025
522,19,14,2,12/11/2025
523,11,73,1,5/23/2025
524,2,55,3,7/8/2025
525,1,63,3,4/7/2025
526,4,89,4,2/17/2025
527,24,26,2,2/6/2025
528,9,13,4,7/24/2025
529,4,43,3,11/24/2025
530,6,74,4,8/7/2025
531,15,19,1,8/16/2025
532,23,68,4,7/7/2025
533,3,49,3,4/5/2025
534,11,7,2,7/15/2025
535,11,31,4,2/14/2025
536,20,86,1,11/21/2025
537,1,38,1,12/12/2025
538,15,10,1,1/15/2025
539,13,100,4,9/24/2025
540,25,76,2,11/2/2025
541,1,3,4,12/17/2025
542,9,38,2,7/11/2025
543,8,90,3,10/15/2025
544,15,85,3,9/26/2025
545,8,53,2,2/9/2025
546,7,77,4,2/5/2025
547,23,21,3,12/20/2025
548,17,24,2,7/27/2025
549,22,61,3,2/18/2025
550,25,9,4,4/4/2025
551,6,55,2,11/12/2025
552,13,73,4,6/21/2025
553,22,51,1,6/30/2025
554,6,81,3,10/27/2025
555,14,11,3,7/3/2025
556,6,13,3,12/11/2025
557,10,98,2,1/7/2025
558,1,2,4,11/27/2025
559,11,72,4,12/20/2025
560,3,96,2,4/28/2025
561,12,23,4,1/3/2025
562,14,88,3,2/27/2025
563,19,57,3,7/6/2025
564,17,61,2,9/27/2025
565,18,15,1,10/5/2025
566,15,48,2,9/11/2025
567,18,31,1,7/3/2025
568,21,69,1,10/1/2025
569,8,89,1,7/13/2025
570,12,8,4,4/6/2025
571,1,80,3,8/23/2025
572,16,51,1,10/14/2025
573,3,5,3,12/24/2025
574,12,68,1,10/10/2025
575,20,45,2,5/8/2025
576,1,92,3,11/17/2025
577,22,23,3,5/24/2025
578,25,26,3,12/19/2025
579,13,53,4,3/3/2025
580,14,43,3,9/28/2025
581,15,3,1,3/2/2025
582,11,17,1,6/15/2025
583,19,63,1,12/19/2025
584,20,81,1,5/7/2025
585,7,9,3,6/7/2025
586,7,59,4,11/29/2025
587,20,99,4,3/7/2025
588,1,49,4,3/21/2025
589,20,19,1,6/7/2025
590,23,56,1,5/2/2025
591,1,87,1,3/15/2025
592,17,11,1,2/15/2025
593,15,73,3,7/12/2025
594,1,29,2,3/31/2025
595,1,11,3,4/29/2025
596,19,31,3,6/18/2025
597,11,89,3,8/6/2025
598,19,23,3,11/10/2025
599,24,11,4,12/11/2025
600,4,50,4,11/20/2025
601,16,14,3,11/8/2025
602,22,97,2,8/21/2025
603,1,28,3,5/12/2025
604,20,13,3,2/12/2025
605,3,44,4,5/4/2025
606,1,65,2,3/8/2025
607,10,24,4,12/17/2025
608,3,56,2,9/28/2025
609,21,70,2,12/11/2025
610,18,13,3,12/19/2025
611,2,5,3,8/16/2025
612,23,16,1,9/27/2025
613,2,11,1,8/20/2025
614,12,65,2,6/9/2025
615,20,85,4,4/6/2025
616,5,14,4,4/29/2025
617,2,48,1,10/22/2025
618,6,77,3,6/2/2025
619,19,5,2,10/27/2025
620,23,63,1,5/30/2025
621,9,19,1,10/26/2025
622,4,70,1,6/28/2025
623,18,51,2,5/21/2025
624,2,95,1,9/24/2025
625,22,26,2,5/15/2025
626,5,7,3,9/13/2025
627,22,60,4,6/30/2025
628,2,52,3,4/13/2025
629,14,70,3,1/15/2025
630,8,40,2,11/26/2025
631,15,58,4,4/30/2025
632,25,32,2,8/14/2025
633,4,37,2,3/6/2025
634,8,31,1,7/18/2025
635,25,36,1,8/15/2025
636,20,76,4,3/10/2025
637,18,21,1,10/13/2025
638,25,3,2,8/3/2025
639,2,79,3,12/2/2025
640,4,95,4,7/1/2025
641,19,22,3,7/8/2025
642,24,35,2,5/2/2025
643,20,72,3,4/8/2025
644,5,91,4,2/3/2025
645,22,37,1,7/9/2025
646,16,66,1,5/29/2025
647,11,30,4,11/25/2025
648,21,94,4,10/31/2025
649,6,57,3,5/5/2025
650,13,78,2,2/19/2025
651,16,13,3,1/22/2025
652,17,76,2,6/25/2025
653,9,80,3,1/7/2025
654,1,31,4,12/22/2025
655,19,45,1,6/3/2025
656,7,4,2,12/15/2025
657,17,78,2,4/27/2025
658,8,48,1,12/27/2025
659,12,35,2,9/17/2025
660,18,1,2,8/27/2025
661,21,60,3,4/4/2025
662,4,82,1,1/28/2025
663,8,34,4,9/4/2025
664,19,64,3,9/2/2025
665,20,80,1,4/15/2025
666,3,91,1,11/1/2025
667,3,95,4,3/10/2025
668,15,8,1,9/25/2025
669,20,49,2,12/20/2025
670,8,77,4,1/2/2025
671,23,72,3,7/27/2025
672,16,74,2,11/17/2025
673,14,65,4,6/27/2025
674,2,12,3,12/5/2025
675,24,67,3,3/27/2025
676,21,10,4,1/11/2025
677,21,59,2,7/22/2025
678,22,26,1,5/6/2025
679,23,32,2,11/7/2025
680,23,29,4,12/14/2025
681,17,8,1,4/23/2025
682,25,10,2,4/23/2025
683,4,20,2,7/15/2025
684,17,81,2,9/15/2025
685,11,26,3,3/5/2025
686,16,92,4,10/5/2025
687,17,6,2,8/9/2025
688,21,88,2,9/10/2025
689,16,20,3,6/13/2025
690,5,24,3,8/4/2025
691,6,93,1,9/29/2025
692,3,91,1,4/25/2025
693,21,87,1,11/5/2025
694,1,31,2,5/22/2025
695,5,37,1,7/7/2025
696,1,6,1,3/5/2025
697,15,96,4,5/10/2025
698,7,42,2,11/21/2025
699,20,91,3,9/23/2025
700,5,26,3,2/16/2025
701,2,16,2,1/20/2025
702,25,71,3,6/4/2025
703,1,59,1,10/12/2025
704,10,82,3,8/4/2025
705,24,17,4,1/22/2025
706,11,94,3,10/21/2025
707,7,68,1,1/16/2025
708,12,97,4,6/6/2025
709,14,61,2,2/6/2025
710,12,55,2,8/4/2025
711,7,6,4,6/12/2025
712,10,18,4,5/5/2025
713,23,19,4,6/13/2025
714,21,7,2,12/2/2025
715,21,43,3,7/22/2025
716,17,84,3,2/8/2025
717,7,51,4,1/7/2025
718,3,88,2,5/7/2025
719,22,31,2,8/29/2025
720,13,32,2,4/18/2025
721,23,91,2,6/3/2025
722,20,72,4,6/29/2025
723,20,91,2,8/14/2025
724,16,91,2,4/16/2025
725,22,62,4,7/4/2025
726,14,80,4,1/2/2025
727,15,72,3,4/14/2025
728,24,19,1,6/29/2025
729,14,50,4,4/9/2025
730,7,22,2,1/9/2025
731,15,3,3,1/22/2025
732,17,31,3,8/24/2025
733,14,54,1,4/3/2025
734,13,69,3,4/3/2025
735,8,81,2,6/27/2025
736,18,70,4,8/29/2025
737,9,46,1,2/25/2025
738,15,74,1,9/23/2025
739,13,49,3,8/4/2025
740,10,53,1,4/25/2025
741,20,72,4,9/3/2025
742,10,13,4,9/16/2025
743,4,25,3,11/16/2025
744,13,58,2,9/16/2025
745,21,55,4,12/8/2025
746,11,23,1,7/16/2025
747,14,65,2,12/31/2025
748,16,10,4,6/8/2025
749,24,97,2,8/24/2025
750,2,81,3,9/3/2025
751,14,85,4,10/9/2025
752,5,10,2,12/21/2025
753,10,55,2,1/18/2025
754,10,43,3,11/9/2025
755,3,29,3,6/6/2025
756,18,1,1,12/13/2025
757,10,94,4,12/30/2025
758,14,87,3,9/10/2025
759,25,40,2,8/24/2025
760,22,94,2,10/10/2025
761,14,65,1,4/17/2025
762,2,85,1,9/12/2025
763,6,85,3,6/23/2025
764,7,30,4,3/23/2025
765,4,51,2,5/29/2025
766,19,40,1,2/9/2025
767,23,74,4,4/7/2025
768,8,34,1,10/2/2025
769,8,70,1,8/28/2025
770,12,72,3,12/19/2025
771,23,41,1,8/26/2025
772,13,14,2,2/18/2025
773,22,88,4,4/14/2025
774,19,15,3,12/15/2025
775,15,17,2,6/10/2025
776,19,56,3,1/8/2025
777,23,49,3,5/7/2025
778,3,10,4,5/24/2025
779,7,49,1,10/13/2025
780,20,19,4,7/24/2025
781,9,68,3,7/16/2025
782,22,51,4,7/17/2025
783,5,60,2,4/7/2025
784,7,1,2,1/20/2025
785,3,69,3,10/11/2025
786,15,83,1,3/10/2025
787,3,42,2,2/19/2025
788,9,48,4,6/21/2025
789,1,61,1,3/25/2025
790,25,80,1,3/11/2025
791,24,15,2,2/12/2025
792,13,7,2,6/28/2025
793,1,7,2,4/23/2025
794,13,8,2,4/5/2025
795,21,90,4,11/13/2025
796,11,61,1,3/18/2025
797,22,33,1,11/8/2025
798,14,15,1,11/1/2025
799,12,9,2,11/16/2025
800,15,95,4,6/24/2025
801,11,64,2,9/25/2025
802,6,61,2,12/31/2025
803,3,2,2,6/22/2025
804,10,29,2,8/6/2025
805,16,7,2,8/27/2025
806,25,41,1,10/18/2025
807,3,62,3,11/4/2025
808,18,48,1,6/7/2025
809,17,44,2,10/17/2025
810,13,33,4,2/7/2025
811,11,82,4,12/30/2025
812,13,4,2,11/18/2025
813,25,91,2,8/23/2025
814,13,79,3,9/8/2025
815,9,3,4,4/4/2025
816,6,18,3,10/9/2025
817,13,84,1,10/20/2025
818,12,92,1,12/4/2025
819,2,46,4,12/28/2025
820,8,80,3,3/31/2025
821,22,87,1,9/11/2025
822,14,59,4,10/28/2025
823,14,47,2,12/19/2025
824,24,29,1,10/27/2025
825,3,38,2,3/23/2025
826,21,24,1,11/20/2025
827,3,45,4,4/29/2025
828,12,13,2,6/7/2025
829,10,31,1,4/8/2025
830,25,77,3,10/9/2025
831,4,43,1,6/10/2025
832,1,49,2,8/22/2025
833,19,77,2,10/4/2025
834,22,100,2,5/19/2025
835,12,96,4,5/12/2025
836,5,83,2,10/1/2025
837,1,66,2,6/10/2025
838,12,77,3,6/28/2025
839,20,96,1,2/27/2025
840,11,97,2,5/1/2025
841,6,86,4,11/4/2025
842,20,13,2,8/24/2025
843,5,39,3,4/2/2025
844,9,83,1,12/21/2025
845,10,71,1,2/21/2025
846,1,72,1,8/2/2025
847,20,88,2,6/9/2025
848,1,37,1,1/15/2025
849,10,83,4,3/9/2025
850,5,98,1,7/24/2025
851,17,71,1,6/20/2025
852,19,18,3,12/30/2025
853,20,40,3,7/20/2025
854,12,30,2,4/17/2025
855,2,44,3,11/20/2025
856,4,79,4,9/15/2025
857,11,72,1,6/11/2025
858,23,7,1,2/26/2025
859,17,58,2,1/9/2025
860,17,49,3,10/25/2025
861,23,79,2,8/11/2025
862,14,51,3,5/23/2025
863,17,33,4,5/18/2025
864,14,23,2,11/24/2025
865,10,33,1,2/13/2025
866,16,70,2,3/3/2025
867,17,3,4,8/23/2025
868,24,68,1,6/8/2025
869,5,44,4,2/26/2025
870,14,28,1,10/6/2025
871,5,82,2,2/13/2025
872,24,77,2,5/25/2025
873,17,90,4,2/10/2025
874,6,78,2,3/22/2025
875,3,71,2,2/14/2025
876,20,57,3,10/12/2025
877,18,18,1,11/5/2025
878,11,92,4,10/7/2025
879,1,87,3,1/30/2025
880,18,4,2,5/31/2025
881,15,99,2,6/14/2025
882,12,78,1,3/9/2025
883,21,77,3,11/24/2025
884,8,3,3,3/12/2025
885,24,4,2,3/21/2025
886,16,50,1,8/1/2025
887,19,53,2,4/4/2025
888,20,73,3,9/9/2025
889,1,2,3,7/9/2025
890,15,53,3,5/24/2025
891,11,12,1,5/3/2025
892,3,20,1,1/9/2025
893,15,11,4,3/28/2025
894,13,34,3,2/3/2025
895,23,24,4,7/30/2025
896,22,26,1,7/14/2025
897,21,53,1,4/24/2025
898,18,48,1,6/4/2025
899,25,3,1,9/9/2025
900,2,58,1,7/2/2025
901,12,48,1,10/19/2025
902,5,36,1,4/14/2025
903,7,15,4,3/12/2025
904,19,24,3,11/30/2025
905,17,83,4,6/15/2025
906,22,70,2,7/15/2025
907,13,91,2,10/20/2025
908,6,4,3,10/3/2025
909,20,66,1,1/19/2025
910,9,98,4,12/6/2025
911,7,93,4,12/9/2025
912,5,98,2,11/18/2025
913,2,92,1,3/3/2025
914,9,12,2,12/28/2025
915,14,53,1,1/9/2025
916,15,97,1,5/7/2025
917,16,27,2,8/4/2025
918,24,9,4,3/8/2025
919,11,39,3,2/22/2025
920,19,22,3,5/8/2025
921,18,15,4,11/12/2025
922,4,93,1,5/5/2025
923,5,92,1,4/18/2025
924,23,25,1,8/1/2025
925,1,39,1,5/22/2025
926,11,27,3,4/30/2025
927,3,84,1,1/23/2025
928,17,68,1,2/6/2025
929,17,20,1,10/10/2025
930,2,40,3,4/16/2025
